"","Date","Time","Type","sample_id","colony","temp","koa_color","leachate","1:F","alpha","ETRm","Ik","days_of_exposure","treatment"
"36","24-08-17",10:05:43,"REG2","H5.2C",5,"hot",22,"control","#1: alpha: 0.071, ETRm: 50.181, Ik: 707.381   (Jassby and Platt 1976)",0.071,50.181,707.381,4,"hot_control"
"37","24-08-17",10:11:34,"REG2","A4.2L",4,"ambient",22,"low","#1: alpha: 0.097, ETRm: 97.462, Ik: 1004.358   (Jassby and Platt 1976)",0.097,97.462,1004.358,4,"ambient_low"
"38","24-08-17",10:11:34,"REG2","A4.2L",4,"ambient",22,"low","#1: alpha: 0.097, ETRm: 97.462, Ik: 1004.358   (Jassby and Platt 1976)",0.097,97.462,1004.358,4,"ambient_low"
"39","24-08-17",10:14:55,"REG2","A10.2L",10,"ambient",24,"low","#1: alpha: 0.059, ETRm: 25.914, Ik: 441.367   (Jassby and Platt 1976)",0.059,25.914,441.367,4,"ambient_low"
"40","24-08-17",10:14:55,"REG2","A10.2L",10,"ambient",24,"low","#1: alpha: 0.059, ETRm: 25.914, Ik: 441.367   (Jassby and Platt 1976)",0.059,25.914,441.367,4,"ambient_low"
"41","24-08-17",10:18:12,"REG2","A9.2L",9,"ambient",22,"low","#1: alpha: 0.058, ETRm: 33.620, Ik: 579.688   (Jassby and Platt 1976)",0.058,33.62,579.688,4,"ambient_low"
"42","24-08-17",10:18:12,"REG2","A9.2L",9,"ambient",22,"low","#1: alpha: 0.058, ETRm: 33.620, Ik: 579.688   (Jassby and Platt 1976)",0.058,33.62,579.688,4,"ambient_low"
"43","24-08-17",10:21:28,"REG2","A3.2L",3,"ambient",22,"low","#1: alpha: 0.052, ETRm: 38.026, Ik: 725.751   (Jassby and Platt 1976)",0.052,38.026,725.751,4,"ambient_low"
"44","24-08-17",10:21:28,"REG2","A3.2L",3,"ambient",22,"low","#1: alpha: 0.052, ETRm: 38.026, Ik: 725.751   (Jassby and Platt 1976)",0.052,38.026,725.751,4,"ambient_low"
"45","24-08-17",10:24:47,"REG2","A6.2L",6,"ambient",22,"low","#1: alpha: 0.055, ETRm: 33.811, Ik: 610.086   (Jassby and Platt 1976)",0.055,33.811,610.086,4,"ambient_low"
"46","24-08-17",10:24:47,"REG2","A6.2L",6,"ambient",22,"low","#1: alpha: 0.055, ETRm: 33.811, Ik: 610.086   (Jassby and Platt 1976)",0.055,33.811,610.086,4,"ambient_low"
"47","24-08-17",10:31:24,"REG2","A6.2L",6,"ambient",22,"low","#1: alpha: 0.058, ETRm: 36.342, Ik: 627.597   (Jassby and Platt 1976)",0.058,36.342,627.597,4,"ambient_low"
"48","24-08-17",10:31:24,"REG2","H2.2H",2,"hot",22,"high","#1: alpha: 0.058, ETRm: 36.342, Ik: 627.597   (Jassby and Platt 1976)",0.058,36.342,627.597,4,"hot_high"
"49","24-08-17",10:34:41,"REG2","H2.2H",2,"hot",22,"high","#1: alpha: 0.043, ETRm: 41.292, Ik: 955.996   (Jassby and Platt 1976)",0.043,41.292,955.996,4,"hot_high"
"50","24-08-17",10:34:41,"REG2","H2.2H",2,"hot",22,"high","#1: alpha: 0.043, ETRm: 41.292, Ik: 955.996   (Jassby and Platt 1976)",0.043,41.292,955.996,4,"hot_high"
"51","24-08-17",10:38:53,"REG2","H5.2H",5,"hot",22,"high","#1: alpha: 0.046, ETRm: 37.793, Ik: 813.657   (Jassby and Platt 1976)",0.046,37.793,813.657,4,"hot_high"
"52","24-08-17",10:38:53,"REG2","H5.2H",5,"hot",22,"high","#1: alpha: 0.046, ETRm: 37.793, Ik: 813.657   (Jassby and Platt 1976)",0.046,37.793,813.657,4,"hot_high"
"53","24-08-17",10:41:58,"REG2","H3.2H",3,"hot",22,"high","#1: alpha: 0.051, ETRm: 38.664, Ik: 758.487   (Jassby and Platt 1976)",0.051,38.664,758.487,4,"hot_high"
"54","24-08-17",10:41:58,"REG2","H3.2H",3,"hot",22,"high","#1: alpha: 0.051, ETRm: 38.664, Ik: 758.487   (Jassby and Platt 1976)",0.051,38.664,758.487,4,"hot_high"
"55","24-08-17",10:45:04,"REG2","H9.2H",9,"hot",22,"high","#1: alpha: 0.041, ETRm: 54.269, Ik: 1311.532   (Jassby and Platt 1976)",0.041,54.269,1311.532,4,"hot_high"
"56","24-08-17",10:45:04,"REG2","H9.2H",9,"hot",22,"high","#1: alpha: 0.041, ETRm: 54.269, Ik: 1311.532   (Jassby and Platt 1976)",0.041,54.269,1311.532,4,"hot_high"
"57","24-08-17",10:48:35,"REG2","H6.2H",6,"hot",22,"high","#1: alpha: 0.064, ETRm: 55.158, Ik: 866.080   (Jassby and Platt 1976)",0.064,55.158,866.08,4,"hot_high"
"58","24-08-17",10:48:35,"REG2","H6.2H",6,"hot",22,"high","#1: alpha: 0.064, ETRm: 55.158, Ik: 866.080   (Jassby and Platt 1976)",0.064,55.158,866.08,4,"hot_high"
"59","24-08-17",10:55:35,"REG2","A3.2C",3,"ambient",22,"control","#1: alpha: 0.083, ETRm: 63.062, Ik: 762.593   (Jassby and Platt 1976)",0.083,63.062,762.593,4,"ambient_control"
"60","24-08-17",10:55:35,"REG2","A3.2C",3,"ambient",22,"control","#1: alpha: 0.083, ETRm: 63.062, Ik: 762.593   (Jassby and Platt 1976)",0.083,63.062,762.593,4,"ambient_control"
"61","24-08-17",10:59:31,"REG2","A6.2C",6,"ambient",24,"control","#1: alpha: 0.057, ETRm: 62.899, Ik: 1094.717   (Jassby and Platt 1976)",0.057,62.899,1094.717,4,"ambient_control"
"62","24-08-17",10:59:31,"REG2","A6.2C",6,"ambient",24,"control","#1: alpha: 0.057, ETRm: 62.899, Ik: 1094.717   (Jassby and Platt 1976)",0.057,62.899,1094.717,4,"ambient_control"
"63","24-08-17",11:03:35,"REG2","A6.2C",6,"ambient",24,"control","#1: alpha: 0.061, ETRm: 59.600, Ik: 977.135   (Jassby and Platt 1976)",0.061,59.6,977.135,4,"ambient_control"
"64","24-08-17",11:03:35,"REG2","A4.2C",4,"ambient",22,"control","#1: alpha: 0.061, ETRm: 59.600, Ik: 977.135   (Jassby and Platt 1976)",0.061,59.6,977.135,4,"ambient_control"
"65","24-08-17",11:06:42,"REG2","A4.2C",4,"ambient",22,"control","#1: alpha: 0.065, ETRm: 41.412, Ik: 638.458   (Jassby and Platt 1976)",0.065,41.412,638.458,4,"ambient_control"
"66","24-08-17",11:06:42,"REG2","A4.2C",4,"ambient",22,"control","#1: alpha: 0.065, ETRm: 41.412, Ik: 638.458   (Jassby and Platt 1976)",0.065,41.412,638.458,4,"ambient_control"
"67","24-08-17",11:10:19,"REG2","A5.2C",5,"ambient",24,"control","#1: alpha: 0.058, ETRm: 35.053, Ik: 601.533   (Jassby and Platt 1976)",0.058,35.053,601.533,4,"ambient_control"
"68","24-08-17",11:10:19,"REG2","A5.2C",5,"ambient",24,"control","#1: alpha: 0.058, ETRm: 35.053, Ik: 601.533   (Jassby and Platt 1976)",0.058,35.053,601.533,4,"ambient_control"
"69","24-08-17",11:13:51,"REG2","A8.2C",8,"ambient",24,"control","#1: alpha: 0.048, ETRm: 37.123, Ik: 775.726   (Jassby and Platt 1976)",0.048,37.123,775.726,4,"ambient_control"
"70","24-08-17",11:13:51,"REG2","A8.2C",8,"ambient",24,"control","#1: alpha: 0.048, ETRm: 37.123, Ik: 775.726   (Jassby and Platt 1976)",0.048,37.123,775.726,4,"ambient_control"
"71","24-08-17",11:19:58,"REG2","H5.2L",5,"hot",22,"low","#1: alpha: 0.085, ETRm: 39.405, Ik: 461.257   (Jassby and Platt 1976)",0.085,39.405,461.257,4,"hot_low"
"72","24-08-17",11:19:58,"REG2","H5.2L",5,"hot",22,"low","#1: alpha: 0.085, ETRm: 39.405, Ik: 461.257   (Jassby and Platt 1976)",0.085,39.405,461.257,4,"hot_low"
"73","24-08-17",11:23:08,"REG2","H8.2L",8,"hot",22,"low","#1: alpha: 0.065, ETRm: 46.944, Ik: 719.989   (Jassby and Platt 1976)",0.065,46.944,719.989,4,"hot_low"
"74","24-08-17",11:23:08,"REG2","H8.2L",8,"hot",22,"low","#1: alpha: 0.065, ETRm: 46.944, Ik: 719.989   (Jassby and Platt 1976)",0.065,46.944,719.989,4,"hot_low"
"75","24-08-17",11:26:20,"REG2","H2.2L",2,"hot",24,"low","#1: alpha: 0.074, ETRm: 33.710, Ik: 456.374   (Jassby and Platt 1976)",0.074,33.71,456.374,4,"hot_low"
"76","24-08-17",11:26:20,"REG2","H2.2L",2,"hot",24,"low","#1: alpha: 0.074, ETRm: 33.710, Ik: 456.374   (Jassby and Platt 1976)",0.074,33.71,456.374,4,"hot_low"
"77","24-08-17",11:29:15,"REG2","H3.2L",3,"hot",22,"low","#1: alpha: 0.055, ETRm: 39.913, Ik: 724.295   (Jassby and Platt 1976)",0.055,39.913,724.295,4,"hot_low"
"78","24-08-17",11:29:15,"REG2","H3.2L",3,"hot",22,"low","#1: alpha: 0.055, ETRm: 39.913, Ik: 724.295   (Jassby and Platt 1976)",0.055,39.913,724.295,4,"hot_low"
"79","24-08-17",11:32:27,"REG2","H9.2L",9,"hot",22,"low","#1: alpha: 0.060, ETRm: 37.821, Ik: 626.605   (Jassby and Platt 1976)",0.06,37.821,626.605,4,"hot_low"
"80","24-08-17",11:32:27,"REG2","H9.2L",9,"hot",22,"low","#1: alpha: 0.060, ETRm: 37.821, Ik: 626.605   (Jassby and Platt 1976)",0.06,37.821,626.605,4,"hot_low"
"81","24-08-17",11:38:15,"REG2","H9.2L",9,"hot",22,"low","#1: alpha: 0.056, ETRm: 73.791, Ik: 1313.003   (Jassby and Platt 1976)",0.056,73.791,1313.003,4,"hot_low"
"82","24-08-17",11:38:15,"REG2","A8.2H",8,"ambient",22,"high","#1: alpha: 0.056, ETRm: 73.791, Ik: 1313.003   (Jassby and Platt 1976)",0.056,73.791,1313.003,4,"ambient_high"
"83","24-08-17",11:40:47,"REG2","A8.2H",8,"ambient",22,"high","#1: alpha: 0.072, ETRm: 41.974, Ik: 583.429   (Jassby and Platt 1976)",0.072,41.974,583.429,4,"ambient_high"
"84","24-08-17",11:40:47,"REG2","A8.2H",8,"ambient",22,"high","#1: alpha: 0.072, ETRm: 41.974, Ik: 583.429   (Jassby and Platt 1976)",0.072,41.974,583.429,4,"ambient_high"
"85","24-08-17",11:44:05,"REG2","A1.2H",1,"ambient",22,"high","#1: alpha: 0.069, ETRm: 38.345, Ik: 558.713   (Jassby and Platt 1976)",0.069,38.345,558.713,4,"ambient_high"
"86","24-08-17",11:44:05,"REG2","A1.2H",1,"ambient",22,"high","#1: alpha: 0.069, ETRm: 38.345, Ik: 558.713   (Jassby and Platt 1976)",0.069,38.345,558.713,4,"ambient_high"
"87","24-08-17",11:47:00,"REG2","A2.2H",2,"ambient",22,"high","#1: alpha: 0.084, ETRm: 39.199, Ik: 468.862   (Jassby and Platt 1976)",0.084,39.199,468.862,4,"ambient_high"
"88","24-08-17",11:47:00,"REG2","A2.2H",2,"ambient",22,"high","#1: alpha: 0.084, ETRm: 39.199, Ik: 468.862   (Jassby and Platt 1976)",0.084,39.199,468.862,4,"ambient_high"
"89","24-08-17",11:50:35,"REG2","A5.2H",5,"ambient",22,"high","#1: alpha: 0.080, ETRm: 51.218, Ik: 644.051   (Jassby and Platt 1976)",0.08,51.218,644.051,4,"ambient_high"
"90","24-08-17",11:50:35,"REG2","A5.2H",5,"ambient",22,"high","#1: alpha: 0.080, ETRm: 51.218, Ik: 644.051   (Jassby and Platt 1976)",0.08,51.218,644.051,4,"ambient_high"
"91","24-08-17",11:54:37,"REG2","A4.2H",4,"ambient",22,"high","#1: alpha: 0.091, ETRm: 42.393, Ik: 468.235   (Jassby and Platt 1976)",0.091,42.393,468.235,4,"ambient_high"
